,Class,Confidence
0," 'barrel, cask'",95.98680138587952
1, 'rain barrel',1.568012498319149
2," 'bucket, pail'",1.2489987537264824
3, 'milk can',0.42705531232059
4, 'measuring cup',0.2920959144830704
